6/17/2022 15:47,30 JUN 22 4100 C,200,1.71,CBOE,1.25x1.55,0.02,28.06%,3674.84
6/17/2022 15:38,21 JUN 22 3000 P,50,0.05,CBOE,.00x.05,0,62.07%,3674.84
6/17/2022 15:38,22 JUN 22 3420 P,50,1,CBOE,.95x1.30,-0.02,30.59%,3674.84
6/17/2022 15:36,21 JUN 22 3500 P,50,1.05,CBOE,.95x1.30,-0.03,24.88%,3674.84
6/17/2022 15:35,22 JUN 22 3420 P,87,1.05,CBOE,1.00x1.40,-0.02,30.81%,3674.84
6/17/2022 15:35,22 JUN 22 3420 P,100,1.05,CBOE,1.05x1.45,-0.02,30.81%,3674.84
6/17/2022 15:29,16 SEP 22 3685 P,111,195,CBOE,189.90x194.30,-0.45,28.48%,3674.84
6/17/2022 15:29,30 JUN 22 3620 P,150,53.2,CBOE,51.10x52.20,-0.37,28.66%,3674.84
6/17/2022 15:29,16 SEP 22 3685 C,111,190.5,CBOE,191.40x196.00,0.55,24.46%,3674.84
6/17/2022 15:29,30 JUN 22 3620 P,150,53.25,CBOE,51.10x52.20,-0.37,28.66%,3674.84
6/17/2022 15:18,16 SEP 22 3685 P,111,194,CBOE,192.80x196.90,-0.45,28.44%,3674.84
6/17/2022 15:18,16 SEP 22 3685 C,111,192,CBOE,188.20x192.40,0.55,24.54%,3674.84
6/17/2022 15:17,30 JUN 22 3630 P,300,52.3,CBOE,57.20x58.10,-0.39,29.03%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,125,53.25,CBOE,53.10x54.00,-0.37,29.05%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,100,53.25,CBOE,53.10x54.00,-0.37,29.05%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,100,53.25,CBOE,53.10x54.00,-0.37,29.05%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,150,53.25,CBOE,53.10x54.00,-0.37,29.05%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,200,53.25,CBOE,53.10x54.00,-0.37,29.05%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,50,53.25,CBOE,53.10x54.00,-0.37,29.05%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,75,53.25,CBOE,53.10x54.00,-0.37,29.05%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,50,53.25,CBOE,53.10x54.00,-0.37,29.05%,3674.84
6/17/2022 15:17,16 SEP 22 3685 C,93,190.5,CBOE,188.80x193.00,0.55,24.34%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,125,53.2,CBOE,53.10x54.00,-0.37,29.03%,3674.84
6/17/2022 15:17,16 SEP 22 3685 P,74,195,CBOE,192.30x196.30,-0.45,28.58%,3674.84
6/17/2022 15:17,16 SEP 22 3685 C,74,190.5,CBOE,188.80x193.00,0.55,24.34%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,100,53.2,CBOE,53.10x54.00,-0.37,29.03%,3674.84
6/17/2022 15:17,16 SEP 22 3685 P,74,195,CBOE,192.30x196.30,-0.45,28.58%,3674.84
6/17/2022 15:17,16 SEP 22 3685 P,111,195,CBOE,192.30x196.30,-0.45,28.58%,3674.84
6/17/2022 15:17,16 SEP 22 3685 P,148,195,CBOE,192.30x196.30,-0.45,28.58%,3674.84
6/17/2022 15:17,16 SEP 22 3685 P,93,195,CBOE,192.30x196.30,-0.45,28.58%,3674.84
6/17/2022 15:17,16 SEP 22 3685 C,74,190.5,CBOE,188.80x193.00,0.55,24.34%,3674.84
6/17/2022 15:17,16 SEP 22 3685 C,111,190.5,CBOE,188.80x193.00,0.55,24.34%,3674.84
6/17/2022 15:17,16 SEP 22 3685 C,148,190.5,CBOE,188.80x193.00,0.55,24.34%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,100,53.2,CBOE,53.10x54.00,-0.37,29.03%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,150,53.2,CBOE,53.10x54.00,-0.37,29.03%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,200,53.2,CBOE,53.10x54.00,-0.37,29.03%,3674.84
6/17/2022 15:17,16 SEP 22 3685 P,56,195,CBOE,192.30x196.30,-0.45,28.58%,3674.84
6/17/2022 15:17,16 SEP 22 3685 C,56,190.5,CBOE,188.80x193.00,0.55,24.34%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,50,53.2,CBOE,53.10x54.00,-0.37,29.03%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,75,53.2,CBOE,53.10x54.00,-0.37,29.03%,3674.84
6/17/2022 15:17,30 JUN 22 3620 P,50,53.2,CBOE,53.10x54.00,-0.37,29.03%,3674.84
6/17/2022 15:16,30 JUN 22 3975 C,450,5.04,CBOE,4.80x5.20,0.06,26.45%,3674.84
6/17/2022 15:16,30 JUN 22 3975 C,450,5.04,CBOE,4.80x5.20,0.06,26.45%,3674.84
6/17/2022 15:16,30 JUN 22 4025 C,450,3,CBOE,2.75x3.10,0.04,26.84%,3674.84
6/17/2022 15:16,30 JUN 22 4025 C,450,3,CBOE,2.75x3.10,0.04,26.84%,3674.84
6/17/2022 15:16,30 JUN 22 3975 C,200,5.04,CBOE,4.80x5.20,0.06,26.45%,3674.84
6/17/2022 15:16,30 JUN 22 3975 C,450,5.04,CBOE,4.80x5.20,0.06,26.45%,3674.84
6/17/2022 15:16,30 JUN 22 3975 C,450,5.04,CBOE,4.80x5.20,0.06,26.45%,3674.84
6/17/2022 15:16,30 JUN 22 4025 C,200,3,CBOE,2.75x3.10,0.04,26.84%,3674.84
6/17/2022 15:16,30 JUN 22 4025 C,450,3,CBOE,2.75x3.10,0.04,26.84%,3674.84
6/17/2022 15:16,30 JUN 22 4025 C,450,3,CBOE,2.75x3.10,0.04,26.84%,3674.84
